unit,name,kind,risk_or_virtue_consistency,risk_or_virtue_consistency_score,risk_virtue_predominance,risk_virtue_generality,risk_virtue_company_consistency,companies,distinct_documents
item,General Risks,risk,Inconsistent,0.1245,0.1691,0.0,0.2043,2,3
item,General Autonomy,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,General Ethics,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,General Safety Evaluations,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Genuine Helpfulness,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Geographic Performance Disparities,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Global Health,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Global Health Bias,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Goal Misalignment,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Goal Misgeneralization,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Goal Preservation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Gore,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Graphic Sexual Content,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Graphic Violence,risk,Inconsistent,0.1659,0.0919,0.2,0.2057,1,2
item,Gray-Area Requests,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Groundedness,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Group Representation Bias,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Guardrails,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Hallucinated Reasoning,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Hallucinated Responses,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Hallucinations,risk,Consistent,0.5008,0.8309,0.0931,0.5785,6,31
item,Handwriting Recognition,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Harassment,risk,Inconsistent,0.419,0.375,0.2758,0.606,2,17
item,Harassment And Bullying,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Harm and Misuse,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Harm Aversion,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Harm Minimization,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Harmful Content,risk,Consistent,0.527,0.8199,0.2294,0.5319,7,26
item,Harmful Actions,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Harmful Advice,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Harmful Image Generation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Harmful Image Edits,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Harmful Inputs and Outputs,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Harmful Instructions,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Harmful Manipulation,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Harmful Multi-Turn Scenarios,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Harmful or Unlawful Behavior,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Harmful Outcomes,risk,Inconsistent,0.1951,0.1066,0.2,0.2786,1,3
item,Harmful Outputs,risk,Inconsistent,0.1553,0.1544,0.1351,0.1764,2,2
item,Harmful Stereotypes,risk,Inconsistent,0.1942,0.1213,0.2,0.2614,1,4
item,Harmful Tasks,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Harmful Task Assistance,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Harmful Third-Party Content,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Harmful Training Data,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Harmful Use Compliance,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Harmless Responses,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Harmlessness,virtue,Inconsistent,0.2696,0.1985,0.0,0.6104,2,5
item,Hate Content,risk,Inconsistent,0.2084,0.136,0.2,0.2892,1,5
item,Hate Against Protected Groups,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Hate And Discrimination,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Hate Speech,risk,Inconsistent,0.392,0.5147,0.1777,0.4835,4,18
item,Hateful Content,risk,Inconsistent,0.1453,0.1544,0.1537,0.1279,2,2
item,Hateful or Harassing Content,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Health Harms,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,Health And Safety,virtue,Inconsistent,0.2084,0.136,0.2,0.2892,1,5
item,HealthBench Hallucinations,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,Hedging,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,"Helpful, Honest, Harmless",virtue,Inconsistent,0.3147,0.1066,0.2,0.6375,1,3
item,Helpfulness,virtue,Inconsistent,0.3151,0.4449,0.0786,0.4217,5,9
item,"Helpfulness, Honesty, Harmlessness",virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Hidden Agendas,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Hidden Goals,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Hidden Reasoning,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,High-Agency Behavior,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,High-Risk Content,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,High-Risk Activities,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,High-Risk Dual-Use Biology,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,High-Severity Harms,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,High-Severity Cyber Assistance,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,High-Stakes Misalignment,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Historical Revisionism,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Honesty,virtue,Inconsistent,0.2615,0.3382,0.0475,0.3986,4,6
item,Honesty and Humility,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Human Misuse,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Human Extinction,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Human Feedback,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Human Impersonation,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Human Preferences,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Human Rights Alignment,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Human Rights Conflicts,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Human-Directed Goals,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Humanity Harm,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Identifying People,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Illegal Content,risk,Inconsistent,0.1633,0.2316,0.062,0.1963,3,3
item,Illegal Activities,risk,Inconsistent,0.2866,0.3824,0.0981,0.3793,4,9
item,Illegal Activity Assistance,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Illegal Assistance,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Illegal Content Filtering,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Illegal Discrimination,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Illegality Principle,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Illegitimate Power Seizure,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Illicit Activities,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Illicit Activity Instructions,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Illicit Violence,risk,Inconsistent,0.1659,0.0919,0.2,0.2057,1,2
item,Image Generation Risks,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Image Inputs,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,Image-To-Text Safety,risk,Inconsistent,0.1692,0.0919,0.2,0.2157,1,2
item,Imitative Falsehoods,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Imminent Real-World Harm,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Impersonation,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Impersonation And Fraud,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Impossible Facts,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Improved Monitorability,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Inaccuracy,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Inaccurate AI Content,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Inaccurate Facts,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Inaccurate Information,risk,Inconsistent,0.1937,0.2316,0.0513,0.2982,3,3
item,Inaccurate Outputs,risk,Inconsistent,0.142,0.1544,0.0536,0.2181,2,2
item,Inappropriate Content,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Inclusiveness And Representativeness,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Incoherence,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Incorrect Refusals,risk,Inconsistent,0.1673,0.1691,0.1001,0.2329,2,3
item,Increased Compute,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Indirect Jailbreaks,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Indirect Prompt Injection,risk,Inconsistent,0.2358,0.3088,0.1699,0.2285,4,4
item,Individualized Propaganda,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Influence Operations,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Information Hazards,risk,Inconsistent,0.0941,0.1544,0.0,0.1279,2,2
item,Information Integrity,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Infringing Output,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Insecure Code Generation,risk,Inconsistent,0.1707,0.1544,0.1021,0.2556,2,2
item,Instruction Following,virtue,Inconsistent,0.1325,0.1544,0.0,0.2431,2,2
item,Instruction Hierarchy,virtue,Inconsistent,0.1551,0.1066,0.2,0.1585,1,3
item,Instruction Hierarchy Adherence,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Instruction-Following Failures,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Instruction-Following Gaps,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Instrumental Reasoning,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Intellectual Property Infringement,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Intellectual Property Rights,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Intentional Harm,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Internal Deployment Misalignment,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Internal Misalignment Deployment,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Internal Policy Violations,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,International Standards,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Interpretable Circuits,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Intervention Degradation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Iranian Influence Operations,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Jailbreaks,risk,Consistent,0.5822,0.9375,0.1636,0.6455,7,41
item,Jailbreak Benchmarks,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Judgmental Harassment,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Judgmental Tone,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Knowing Hallucinations,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Knowingly False Assertions,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Lab Bench,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Labor Market Disruption,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Language Consistency,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Language Mixing,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Length Reward Models,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Likeness Generation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Logical Incoherence,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Long-Form Virology,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Long-Range Autonomy,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Loss of Control,risk,Inconsistent,0.2441,0.1691,0.1008,0.4625,2,3
item,Low Cyber Uplift,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Low-Risk Dual-Use Biology,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Low-Risk Dual-Use Cyber Behavior,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,Machine Learning R&D,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Malicious Content,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Malicious Actions,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,Malicious Code Generation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Malicious Code Use,risk,Inconsistent,0.264,0.0919,0.2,0.5,1,2
item,Malicious Coding Use,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Malicious Computer Use,risk,Inconsistent,0.3654,0.1213,0.2,0.775,1,4
item,Malicious Fine-Tuning,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Malicious Intent,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Malicious Side Tasks,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Malicious Use,risk,Inconsistent,0.3111,0.3824,0.1346,0.4164,4,9
item,Malicious Use Or Loss Of Control,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Malware Generation,risk,Inconsistent,0.202,0.1544,0.1961,0.2556,2,2
item,"Malware, Credential Theft, Exploitation",risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Malware Development,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Manipulative Persuasion,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Mass Casualty CBRN Uplift,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Mass Content Distribution,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Mass Manipulation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Medical Advice,virtue,Inconsistent,0.1992,0.0919,0.2,0.3057,1,2
item,Membership Inference,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Memorization,risk,Inconsistent,0.1692,0.0919,0.2,0.2157,1,2
item,Mental Health,risk,Inconsistent,0.1551,0.1066,0.2,0.1585,1,3
item,Mental Health Crises,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Mental Health Encouragement,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Mental Illness Encouragement,risk,Inconsistent,0.1801,0.1066,0.2,0.2335,1,3
item,Minority Opinion Empowerment,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Misaligned Behavior,risk,Inconsistent,0.1912,0.1838,0.037,0.3528,2,4
item,Misaligned AI,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Misaligned Goals,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Misalignment,risk,Inconsistent,0.1799,0.2463,0.1039,0.1895,3,4
item,Miscalibration,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Misinformation,risk,Inconsistent,0.3002,0.3199,0.0697,0.511,3,9
item,Misinformation-Prone Images,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Misleading Content,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Misleading Outputs,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Misleading Users or Developers,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Missing Information,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Misuse,risk,Inconsistent,0.1468,0.1544,0.0845,0.2014,2,2
item,ML R&D Autonomy,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,ML System Accidents,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Model Autonomy,risk,Inconsistent,0.2368,0.1654,0.2,0.3449,1,7
item,Model Bias,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Model Extraction,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Model Improvement,virtue,Inconsistent,0.2336,0.1544,0.2132,0.3333,2,2
item,Model Improvement From Interactions,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Model Information Theft,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Model Training,virtue,Inconsistent,0.1937,0.1691,0.0274,0.3848,2,3
item,Model Training And Improvement,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Model Training Data Privacy,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Model Training on User Content,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Model Weight Protection,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Model Weight Theft,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Monitorability,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Monitorability Degradation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Multi-Turn Degradation,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Multi-Turn Testing,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Multilingual Safety,risk,Inconsistent,0.1692,0.0919,0.2,0.2157,1,2
item,Multilingual Hallucinations,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Multilingual Jailbreaks,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Multimodal Harmful Queries,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Negative Side Effects,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,No Training On Customer Data,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Non-Manipulation,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Non-Violent Illegal Activities,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Non-Violent Illegal Activity,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Non-Violent Illicit Activities,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Nonviolent Illegal Activities,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Nonviolent Illegal Activity,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Novel Chemical-Biological Weapons,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Novel Pathogen Creation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Novel Severe Threats,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Novice Uplift,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Nuclear Threat Creation,risk,Inconsistent,0.1801,0.1066,0.2,0.2335,1,3
item,Nuclear and Radiological,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Obfuscated Chain-of-Thought,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Obfuscated Reward Hacking,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Objectionable Content,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Objective by Default,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Objective Overconfidence,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Objective Tone,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Offensive Content,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Offensive Cyber Capabilities,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Offensive Cyber Operations,risk,Inconsistent,0.1784,0.1691,0.0563,0.3098,2,3
item,Offensive Cybersecurity,risk,Inconsistent,0.1773,0.1838,0.1123,0.2357,2,4
item,Open-Weight Abuse Risk,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Operational Execution Bottlenecks,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Operational Manipulation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Operator Deception,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Other Safety Issues,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Other Objectionable Content,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Out-of-Context Goals,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Outdated Information,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Output Accuracy,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Output Diversity,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Output Moderation,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Over-Refusal,risk,Inconsistent,0.3565,0.4375,0.1337,0.4983,3,17
item,Over-Reliance,risk,Inconsistent,0.1659,0.0919,0.2,0.2057,1,2
item,Overly Agentic GUI Use,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Overreliance,risk,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Oversight Evasion,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Oversight Sabotage,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,P-Hacking,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Participation Washing,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Patient Harm,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Performance Evaluation,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Person Identification,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Personal Data,risk,Inconsistent,0.1409,0.0919,0.2,0.1307,1,2
item,Personal Data Disclosure,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Personal Data Exposure,risk,Inconsistent,0.153,0.1544,0.1768,0.1279,2,2
item,Personal Data Training,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Personal Information,risk,Inconsistent,0.1659,0.0919,0.2,0.2057,1,2
item,Personal Misinformation,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Personalized Assistants,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Personally Identifiable Information,risk,Inconsistent,0.2285,0.1691,0.3572,0.1593,2,3
item,Persuasion,risk,Inconsistent,0.2711,0.364,0.0811,0.3684,3,12
item,Persuasion And Deception,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Persuasiveness,risk,Inconsistent,0.2695,0.0919,0.2,0.5167,1,2
item,Pig Butchering Scams,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,PII Disclosure,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Policy Violations,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Policy Compliance,virtue,Inconsistent,0.1198,0.1691,0.0,0.1903,2,3
item,Policy Drift,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Policy Gray Areas,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Policy Or Legal Violations,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Policy-Violating Content,risk,Inconsistent,0.2793,0.1691,0.3216,0.3473,2,3
item,Policy-Violating Conversations,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Political Content,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Political Bias,risk,Inconsistent,0.361,0.364,0.1765,0.5427,3,12
item,Political Expression,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Political Favoritism,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Political Manipulation,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Political Neutrality,virtue,Inconsistent,0.2036,0.2132,0.0766,0.3211,2,6
item,Political Prompt Compliance,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Political Refusals,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Popular Falsehoods,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Potentially Harmful Responses,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Power Concentration,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Practical Helpfulness,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Preachy Language,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
item,Privacy,risk,Inconsistent,0.4137,0.5331,0.1808,0.5272,5,15
item,Privacy and Data Security,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Privacy and Security,risk,Inconsistent,0.2061,0.1544,0.1833,0.2806,2,2
item,Privacy Protection,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Privacy Rights Infringement,risk,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
item,Private Person Defamation,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Pro-AI Bias,risk,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
item,Problem Solving,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Professional Advice,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Prohibited Content,risk,Inconsistent,0.1242,0.1544,0.0,0.2181,2,2
item,Promotion of Violence,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Prompt Extraction,risk,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
item,Prompt Injection,risk,Consistent,0.5142,0.7243,0.2928,0.5257,5,28
item,Prompt Protection,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Protect User Changes,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
item,Protected Material,risk,Inconsistent,0.2945,0.0919,0.2,0.5917,1,2
