unit,company,name,kind,risk_or_virtue_constancy,risk_or_virtue_constancy_score,risk_virtue_definition_similarity,risk_virtue_document_recurrence,risk_virtue_temporal_persistence,distinct_documents,years
item,Google,Harm and Misuse,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Harmful Content,risk,Constant,0.6566,0.4147,1.0,0.6,14,2024 2025 2026
item,Google,Harmful Manipulation,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Harmful Outcomes,risk,Variable,0.2389,0.2609,0.3429,0.2,3,2026
item,Google,Hate Speech,risk,Constant,0.6377,0.3727,1.0,0.6,13,2024 2025 2026
item,Google,Hateful Content,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Hedging,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Helpfulness,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,High-Risk Content,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Human Rights Alignment,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Human-Directed Goals,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Illegal Content,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Illegal Activities,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Illegality Principle,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Image-To-Text Safety,risk,Variable,0.3738,0.9503,0.2286,0.2,2,2025
item,Google,Inaccurate Information,risk,Variable,0.0926,0.3,0.1143,0.2,1,2023
item,Google,Incorrect Refusals,risk,Variable,0.3891,1.0,0.2286,0.2,2,2025
item,Google,Increased Compute,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Indirect Prompt Injection,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Information Hazards,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Information Integrity,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Instruction Following,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Instrumental Reasoning,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Intellectual Property Rights,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,International Standards,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Jailbreaks,risk,Variable,0.1951,0.0588,0.3429,0.4,3,2024 2025
item,Google,Low Cyber Uplift,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Machine Learning R&D,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Malicious Content,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Malicious Use,risk,Variable,0.3652,0.8335,0.2286,0.4,2,2025 2026
item,Google,Medical Advice,virtue,Variable,0.1228,0.0443,0.2286,0.4,2,2023 2025
item,Google,Membership Inference,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Memorization,risk,Variable,0.1592,0.2515,0.2286,0.2,2,2024
item,Google,Misalignment,risk,Variable,0.1169,0.114,0.2286,0.2,2,2025
item,Google,Misinformation,risk,Constant,0.4982,0.2183,0.6857,0.8,6,2023 2024 2025 2026
item,Google,Missing Information,risk,Variable,0.0926,0.3,0.1143,0.2,1,2023
item,Google,Misuse,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,ML R&D Autonomy,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,ML System Accidents,risk,Variable,0.0926,0.3,0.1143,0.2,1,2016
item,Google,Model Extraction,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Multi-Turn Degradation,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Multilingual Safety,risk,Variable,0.3643,0.9192,0.2286,0.2,2,2025
item,Google,Multimodal Harmful Queries,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Negative Side Effects,risk,Variable,0.0926,0.3,0.1143,0.2,1,2016
item,Google,Objective Tone,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Offensive Cybersecurity,risk,Variable,0.1952,0.0591,0.3429,0.4,3,2024 2025
item,Google,Over-Refusal,risk,Variable,0.4094,0.2877,0.5714,0.4,5,2024 2025
item,Google,Patient Harm,risk,Variable,0.0926,0.3,0.1143,0.2,1,2023
item,Google,Personal Data Disclosure,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Personal Data Exposure,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Personally Identifiable Information,risk,Variable,0.1924,0.3596,0.2286,0.2,2,2025
item,Google,Persuasion,risk,Variable,0.12,0.124,0.2286,0.2,2,2024
item,Google,Persuasion And Deception,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,PII Disclosure,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Political Neutrality,virtue,Variable,0.127,0.058,0.2286,0.4,2,2024 2025
item,Google,Privacy,risk,Variable,0.4404,0.2676,0.5714,0.6,5,2016 2025 2026
item,Google,Privacy and Security,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Private Person Defamation,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Promotion of Violence,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Prompt Extraction,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Prompt Injection,risk,Variable,0.3028,0.1395,0.4571,0.4,4,2024 2025
item,Google,Radiological And Nuclear Risks,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Recitation,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Refusal Tone,virtue,Variable,0.3781,0.9643,0.2286,0.2,2,2025
item,Google,Representational Harms,risk,Variable,0.293,0.1177,0.4571,0.4,4,2024 2025
item,Google,Representational Bias,risk,Variable,0.1931,0.0536,0.3429,0.4,3,2024 2025
item,Google,Responsible AI Development,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Reward Hacking,risk,Variable,0.0926,0.3,0.1143,0.2,1,2016
item,Google,Rogue Actions,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Safe Exploration,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2016
item,Google,Safety,virtue,Variable,0.3367,0.1261,0.4571,0.6,4,2024 2025 2026
item,Google,Safety Benchmark Results,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Safety Filters,risk,Variable,0.3891,1.0,0.2286,0.2,2,2025
item,Google,Scalable Oversight,risk,Variable,0.0926,0.3,0.1143,0.2,1,2016
item,Google,Security Risks,risk,Variable,0.1731,0.208,0.2286,0.4,2,2025 2026
item,Google,Security Strengthening,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Self-Harm,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Self-Proliferation,risk,Variable,0.2954,0.3178,0.3429,0.4,3,2024 2025
item,Google,Self-Replication,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Sensitive Content,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Sensitive Data Disclosure,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Sensitive Data Filtering,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Sensitive Information Release,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Sensitive Personal Data,risk,Constant,0.4878,0.4617,0.4571,0.6,4,2024 2025 2026
item,Google,Sexualization,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Sexually Explicit Content,risk,Variable,0.2807,0.2798,0.3429,0.4,3,2025 2026
item,Google,Situational Awareness,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Societal Risks,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Specification Gaming,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Text Safety,risk,Variable,0.2993,0.7076,0.2286,0.2,2,2025
item,Google,Tone,risk,Variable,0.3866,0.4146,0.4571,0.2,4,2025
item,Google,Toxic Content,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Toxic Comments,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Toxic Outputs,risk,Variable,0.0926,0.3,0.1143,0.2,1,2023
item,Google,Toxicity,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Training Data Bias,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Training Data Exfiltration,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Transparency,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Transparent Decision-Making,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,UI Security Failures,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Unfair Bias,risk,Variable,0.3903,0.2452,0.4571,0.6,4,2023 2025 2026
item,Google,Ungrounded Inferences,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Ungrounded Medical Advice,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Unintentional Failures,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Unintentional Failure Modes,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Unjustified Refusals,risk,Variable,0.0819,0.0,0.2286,0.2,2,2025
item,Google,Unsafe Content,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Unsafe Medical Advice,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Unsafe Or Violent Images,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Unscientific Medical Advice,risk,Constant,0.5855,0.6789,0.5714,0.4,5,2024 2025
item,Google,"User Safety, Security, and Privacy",virtue,Variable,0.0926,0.3,0.1143,0.2,1,2026
item,Google,Violence,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Violence and Gore,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Violent Content,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Violent Outputs,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Google,Vulnerability Detection,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
item,Google,Weapon-Making Guidance,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
item,Meta,Adversarial Robustness,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Agentic Misalignment,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,AI Use Monitoring,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Alignment-Helpfulness Tradeoffs,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Allowed Functions Only,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Automated Content Moderation,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Benign Prompt Refusals,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Bias,risk,Variable,0.2958,0.0,0.6667,1.0,2,2024 2026
item,Meta,Biological and Chemical,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Biological Refusals,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Biological Threat Bottlenecks,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,CBRNE,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,CBRNE Helpfulness,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Chemical Bottlenecks,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Child Safety,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Child Sexual Exploitation,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Coding Model Security,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Contextual Privacy,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Cyber Capabilities,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Cyber Attack Enablement,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Cyber Uplift Automation,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Cybersecurity,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Deception,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Deceptive Behavior,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Direct Misuse,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Evaluation Awareness,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Fairness and Inclusion,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,False Refusals,risk,Variable,0.3737,0.2535,0.6667,1.0,2,2024 2026
item,Meta,Fraud and Scams,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,General Safety Evaluations,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Hallucinations,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Harm Aversion,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Harmful Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Harmful Image Edits,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Harmful Inputs and Outputs,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Harmful or Unlawful Behavior,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Helpfulness,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Honesty,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Identifying People,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Inaccuracy,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Indirect Prompt Injection,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Insecure Code Generation,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Instruction Hierarchy Adherence,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Intentional Harm,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Jailbreaks,risk,Variable,0.2596,0.1044,0.6667,0.5,2,2026
item,Meta,Loss of Control,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Malware Generation,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Malware Development,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Miscalibration,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Misleading Outputs,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Model Improvement From Interactions,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,No Training On Customer Data,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Operational Execution Bottlenecks,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Other Objectionable Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Outdated Information,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Policy-Violating Content,risk,Variable,0.2714,0.1429,0.6667,0.5,2,2026
item,Meta,Political Prompt Compliance,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Preachy Language,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Privacy,risk,Variable,0.3053,0.0309,0.6667,1.0,2,2024 2026
item,Meta,Privacy and Security,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Refusals,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Refusal Tone,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Reliable Monitoring,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Response Diversity,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Review AI Interactions,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Reward Hacking,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Safety,virtue,Variable,0.3139,0.0588,0.6667,1.0,2,2024 2026
item,Meta,Safety Benchmarks,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Safety Fine-Tuning,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Scheming,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Selective Performance,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Self-Replication,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Specific Concerns,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Sycophancy,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Transparency And Control,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Meta,Unintentional Harm,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Unsafe Health Advice,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Unsupported Languages,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Violent Crime,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Vision Capability Risks,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
item,Meta,Vulnerable Code Introduction,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Abuse Prevention,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Automated Processing Accuracy,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Bias and Stereotyping,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,"Bias, Stereotypes, Or Ungrounded Information",risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Child Sexual Abuse,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Children’s Data Training,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Code Vulnerabilities,risk,Variable,0.2488,0.0692,0.6667,0.5,2,2026
item,Microsoft,Coherence,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Conversation Data Training,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Deception,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Groundedness,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Handwriting Recognition,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Harmful Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Hate Speech,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Illegal Activities,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Inaccurate Information,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Inappropriate Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Indirect Jailbreaks,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Jailbreaks,risk,Constant,0.4869,0.2563,1.0,0.5,3,2026
item,Microsoft,Misinformation,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Overreliance,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Privacy,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Protected Material,risk,Variable,0.2488,0.0692,0.6667,0.5,2,2026
item,Microsoft,Restricted Features,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Safe Behavior,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Self-Harm,risk,Variable,0.2488,0.0692,0.6667,0.5,2,2026
item,Microsoft,Sexual Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Spam And Malware Links,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Speech Recognition Improvement,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Terms-Violating Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Translation Improvement,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Ungrounded Biased Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,User Content Training,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Violence,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Microsoft,Violent Harmful Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
item,Mistral AI,Abuse Monitoring,risk,Constant,0.6327,0.3319,1.0,0.6667,4,2025 2026
item,Mistral AI,Accuracy,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,AI Model Training,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Bias,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Child Sexual Abuse,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,Mistral AI,Feedback,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Guardrails,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2023
item,Mistral AI,Harmful Content,risk,Variable,0.2655,0.0496,0.6667,0.6667,2,2023 2026
item,Mistral AI,Hateful or Harassing Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2023
item,Mistral AI,Illegal Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,Mistral AI,Illicit Activities,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2023
item,Mistral AI,Impersonation And Fraud,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Inaccurate Outputs,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Model Improvement,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,Mistral AI,Model Training,virtue,Variable,0.2727,0.0729,0.6667,0.6667,2,2025 2026
item,Mistral AI,Model Training Data Privacy,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Output Accuracy,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,Mistral AI,Output Moderation,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,Mistral AI,Performance Evaluation,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Personal Data Training,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Prohibited Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Prompt Injection,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,Mistral AI,System Compromise,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Training on Customer Data,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,Mistral AI,Unqualified Advice,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2023
item,Mistral AI,User-Directed Fine-Tuning,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,OpenAI,Abuse,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Abuse and Misuse,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Accidental Data Destruction,risk,Variable,0.3541,1.0,0.1013,0.1667,2,2026
item,OpenAI,Account Enforcement,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Accuracy,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Adult Activities Risk,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Adult Erotica,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Advanced Cyber Capabilities,risk,Variable,0.3769,1.0,0.1013,0.3333,2,2025 2026
item,OpenAI,Adversarial Machine Learning,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Adversarial Multimodal Inputs,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Aesthetic Creativity,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Agent Errors,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,AI Self-Improvement,risk,Variable,0.3399,0.3316,0.3544,0.3333,7,2025 2026
item,OpenAI,API Access,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Appearance Critiques,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Artist Style Imitation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Asymmetric Coverage,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,At-Scale Abuse,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Attack Planning,risk,Variable,0.2322,0.2104,0.2025,0.3333,4,2025 2026
item,OpenAI,Attack Scaling,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Autonomous Cyber Operations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Autonomous Cyberattacks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Autonomous R&D,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Autonomous Replication,risk,Variable,0.1224,0.1715,0.1013,0.3333,2,2024 2025
item,OpenAI,Autonomous Self-Replication,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Autonomy Risks,risk,Variable,0.2369,0.4191,0.1519,0.1667,3,2025
item,OpenAI,Background Preferences,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Benefits Humanity,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Bias,risk,Variable,0.2535,0.0307,0.3038,0.6667,6,2023 2024 2025 2026
item,OpenAI,Bias Amplification,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Bias and Fairness,risk,Variable,0.424,0.4789,0.4051,0.3333,8,2024 2025
item,OpenAI,Bias And Representation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Bio High-Threshold Conversations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Biological Risks,risk,Variable,0.1807,0.0958,0.2025,0.3333,4,2024 2026
item,OpenAI,Biological and Chemical,risk,Constant,0.5628,0.2801,0.962,0.5,19,2024 2025 2026
item,OpenAI,Biological And Chemical Capabilities And Safeguards,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Biological Misuse Jailbreaks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Biological Threat Reproduction,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Biological Threat Taxonomy,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Biological Weapons,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Biological Weaponization,risk,Variable,0.3378,0.9469,0.1013,0.1667,2,2025
item,OpenAI,Biology,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
